"82371AB","U","chipset:82371AB","Intel PIIX4 Southbridge","https://datasheet.datasheetarchive.com/originals/library/Datasheets-UEA1/DSAFRAZ0011694.pdf"
"U3","output","~{SMEMW}","right",
"P20","Open-collector","~{SMI}","left",
"K17","output","SPKR","left",
"D5","Tri-state","~{STOP}","left",
"J18","Open-collector","~{STPCLK}","left",
"W20","output","~{SUSA}","left",
"V19","output","~{SUSB}/GPO15","left",
"U18","output","~{SUSC}/GPO16","left",
"P17","output","SUSCLK","left",
"T17","output","~{SUS_STAT1}","right",
"T18","output","~{SUS_STAT2}","right",
"T7","output","SYSCLK","right",
"V10","output","TC","left",
"V18","input","~{TEST}","left",
"H19","input","~{THRM}/GPI8","left",
"C5","Tri-state","~{TRDY}","left",
"G2","Tri-state","USBP0+","left",
"H3","Tri-state","USBPO-","left",
"F1","Tri-state","USBP1+","left",
"H2","Tri-state","USBP1-","left",
"M3","output","~{XDIR}","right",
"M4","output","~{XOE}","right",
"Y3","input","~{ZEROWS}","right",
"K16","output","ZZ/GPO19","left",
"E9","power_in","VCC","top",
"E11","power_in","VCC","top",
"E12","power_in","VCC","top",
"E16","power_in","VCC","top",
"F5","power_in","VCC","top",
"F6","power_in","VCC","top",
"F14","power_in","VCC","top",
"F15","power_in","VCC","top",
"G6","power_in","VCC","top",
"P15","power_in","VCC","top",
"R6","power_in","VCC","top",
"R7","power_in","VCC","top",
"R15","power_in","VCC","top",
"T6","power_in","VCC","top",
"L16","power_in","VCC(RTC)","top",
"N16","power_in","VCC(SUS)","top",
"R16","power_in","Vcc(SUS)","top",
"K5","power_in","VCC(USB)","top",
"J16","power_in","VREF","top",
"D10","gnd","VSS","bottom",
"E7","gnd","VSS","bottom",
"E13","gnd","VSS","bottom",
"J9","gnd","VSS","bottom",
"J10","gnd","VSS","bottom",
"J11","gnd","VSS","bottom",
"J12","gnd","VSS","bottom",
"K9","gnd","VSS","bottom",
"K10","gnd","VSS","bottom",
"K11","gnd","VSS","bottom",
"K12","gnd","VSS","bottom",
"L9","gnd","VSS","bottom",
"L10","gnd","VSS","bottom",
"L11","gnd","VSS","bottom",
"L12","gnd","VSS","bottom",
"M9","gnd","VSS","bottom",
"M10","gnd","VSS","bottom",
"M11","gnd","VSS","bottom",
"M12","gnd","VSS","bottom",
"J5","gnd","VSS(USB)","bottom",
"J4","nc","NC","bottom",
"M5","nc","NC","bottom",
"M16","nc","NC","bottom",
"N3","nc","NC","bottom",
"N18","nc","NC","bottom",
"R5","nc","NC","bottom",
